"incident_date","State","city_county","Address","no_killed","no_injured","moreInfo","formattedDate","casualties","GoogleAdd","dayofweek","lat","lng","accuracy"
"June 4, 2016","Colorado","Denver","3600 block of Hudson Street","3","1","<a href=""http://www.gunviolencearchive.org/incident/571859"" target=""_blank"">More Information</a>",2016-06-04,4,"Colorado, Denver, 3600 block of Hudson Street","Sat",39.7674446,-104.9234444,"street_address"
"June 5, 2016","Minnesota","Minneapolis","8th and Humboldt Avenue N.","0","4","<a href=""http://www.gunviolencearchive.org/incident/575061"" target=""_blank"">More Information</a>",2016-06-05,4,"Minnesota, Minneapolis, 8th and Humboldt Avenue N.","Sun",44.9863398,-93.2981823,"intersection"
"June 5, 2016","Florida","Cape Coral","2600 block of Skyline Boulevard S","3","3","<a href=""http://www.gunviolencearchive.org/incident/572696"" target=""_blank"">More Information</a>",2016-06-05,6,"Florida, Cape Coral, 2600 block of Skyline Boulevard S","Sun",26.6043027,-81.9914868,"bank"
"June 5, 2016","Arizona","Phoenix","8152 N Black Canyon Hwy","2","4","<a href=""http://www.gunviolencearchive.org/incident/572766"" target=""_blank"">More Information</a>",2016-06-05,6,"Arizona, Phoenix, 8152 N Black Canyon Hwy","Sun",33.5560633,-112.1136976,"street_address"
"June 5, 2016","New York","Brooklyn","Mermaid Ave and 16th St.","0","4","<a href=""http://www.gunviolencearchive.org/incident/572513"" target=""_blank"">More Information</a>",2016-06-05,4,"New York, Brooklyn, Mermaid Ave and 16th St.","Sun",40.5767364,-73.9837154,"intersection"
"June 6, 2016","California","Visalia","33 60 South Fairway Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/573327"" target=""_blank"">More Information</a>",2016-06-06,4,"California, Visalia, 33 60 South Fairway Street","Mon",36.3034273,-119.3109697,"route"
"June 8, 2016","District of Columbia","Washington","North Capitol Street and New York Avenue NW","0","4","<a href=""http://www.gunviolencearchive.org/incident/574850"" target=""_blank"">More Information</a>",2016-06-08,4,"District of Columbia, Washington, North Capitol Street and New York Avenue NW","Wed",38.9073545,-77.009194,"intersection"
"June 8, 2016","Massachusetts","Boston","66 Washington St","1","3","<a href=""http://www.gunviolencearchive.org/incident/574753"" target=""_blank"">More Information</a>",2016-06-08,4,"Massachusetts, Boston, 66 Washington St","Wed",42.3432421,-71.1424538,"street_address"
"June 9, 2016","Florida","Fort Walton Beach","Landview Drive","0","4","<a href=""http://www.gunviolencearchive.org/incident/575607"" target=""_blank"">More Information</a>",2016-06-09,4,"Florida, Fort Walton Beach, Landview Drive","Thurs",30.462036,-86.648831,"route"
"June 11, 2016","New Mexico","Roswell","2300 block of Davis Ave","5","0","<a href=""http://www.gunviolencearchive.org/incident/577574"" target=""_blank"">More Information</a>",2016-06-11,5,"New Mexico, Roswell, 2300 block of Davis Ave","Sat",33.4198165,-104.5184652,"street_address"
"June 11, 2016","Minnesota","Webster","4000 block of Elmore Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/578238"" target=""_blank"">More Information</a>",2016-06-11,4,"Minnesota, Webster, 4000 block of Elmore Avenue","Sat",44.5297813,-93.3728498,"street_address"
"June 11, 2016","California","Stockton","Alvarado Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/577938"" target=""_blank"">More Information</a>",2016-06-11,4,"California, Stockton, Alvarado Avenue","Sat",37.9874266,-121.291158,"route"
"June 11, 2016","California","Panorama City","8500 block of Cedros Avenue","3","2","<a href=""http://www.gunviolencearchive.org/incident/577073"" target=""_blank"">More Information</a>",2016-06-11,5,"California, Panorama City, 8500 block of Cedros Avenue","Sat",34.2247508,-118.4535746,"street_address"
"June 11, 2016","North Carolina","Charlotte","4000 block of Collegiate Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/576774"" target=""_blank"">More Information</a>",2016-06-11,4,"North Carolina, Charlotte, 4000 block of Collegiate Avenue","Sat",35.3242274,-80.7105361,"street_address"
"June 12, 2016","Florida","Orlando","1912 S Orange Avenue","50","53","<a href=""http://www.gunviolencearchive.org/incident/577157"" target=""_blank"">More Information</a>",2016-06-12,103,"Florida, Orlando, 1912 S Orange Avenue","Sun",28.5197907,-81.3768003,"street_address"
"June 13, 2016","California","Fresno","East El Monte Way and Recreation Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/579517"" target=""_blank"">More Information</a>",2016-06-13,4,"California, Fresno, East El Monte Way and Recreation Avenue","Mon",36.7349771,-119.7387116,"intersection"
"June 13, 2016","New York","Brooklyn","Avenue D and E. 57th","0","5","<a href=""http://www.gunviolencearchive.org/incident/579786"" target=""_blank"">More Information</a>",2016-06-13,5,"New York, Brooklyn, Avenue D and E. 57th","Mon",40.6427459,-73.9226193,"intersection"
"June 13, 2016","Illinois","Chicago","3200 block of West Congress","0","5","<a href=""http://www.gunviolencearchive.org/incident/580279"" target=""_blank"">More Information</a>",2016-06-13,5,"Illinois, Chicago, 3200 block of West Congress","Mon",41.8749169,-87.7059695,"street_address"
"June 14, 2016","Delaware","Wilmington","South Van Buren and Elm streets","0","4","<a href=""http://www.gunviolencearchive.org/incident/580848"" target=""_blank"">More Information</a>",2016-06-14,4,"Delaware, Wilmington, South Van Buren and Elm streets","Tues",39.7407805,-75.5645628,"intersection"
"June 14, 2016","California","Oakland","1301 Franklin Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/580791"" target=""_blank"">More Information</a>",2016-06-14,4,"California, Oakland, 1301 Franklin Street","Tues",37.8034622,-122.2705004,"street_address"
"June 18, 2016","Virginia","Exmore","Fredrick Douglas Road","1","3","<a href=""http://www.gunviolencearchive.org/incident/583584"" target=""_blank"">More Information</a>",2016-06-18,4,"Virginia, Exmore, Fredrick Douglas Road","Sat",37.532716,-75.831745,"route"
"June 18, 2016","Georgia","Waycross","2625 Arnold Ct","2","2","<a href=""http://www.gunviolencearchive.org/incident/583537"" target=""_blank"">More Information</a>",2016-06-18,4,"Georgia, Waycross, 2625 Arnold Ct","Sat",31.222011,-82.3755135,"route"
"June 18, 2016","Illinois","Chicago","East 79th Street and South Escanaba Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/583362"" target=""_blank"">More Information</a>",2016-06-18,4,"Illinois, Chicago, East 79th Street and South Escanaba Avenue","Sat",41.7518868,-87.5540382,"intersection"
"June 19, 2016","Virginia","Roanoke","2328 Melrose Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/583631"" target=""_blank"">More Information</a>",2016-06-19,4,"Virginia, Roanoke, 2328 Melrose Avenue","Sun",37.285884,-79.975037,"street_address"
"June 21, 2016","New Jersey","Willingboro","Mosshill Lane","0","4","<a href=""http://www.gunviolencearchive.org/incident/586044"" target=""_blank"">More Information</a>",2016-06-21,4,"New Jersey, Willingboro, Mosshill Lane","Tues",40.031029,-74.8923405,"route"
"June 21, 2016","Kentucky","Louisville","2802 Rodman Street","2","2","<a href=""http://www.gunviolencearchive.org/incident/585615"" target=""_blank"">More Information</a>",2016-06-21,4,"Kentucky, Louisville, 2802 Rodman Street","Tues",38.2088679,-85.7701468,"street_address"
"June 22, 2016","Georgia","Dekalb (county)","Lancashire Drive and Central Drive","1","4","<a href=""http://www.gunviolencearchive.org/incident/586122"" target=""_blank"">More Information</a>",2016-06-22,5,"Georgia, Dekalb (county), Lancashire Drive and Central Drive","Wed",33.8115908,-84.1881891,"intersection"
"June 22, 2016","Illinois","Chicago","3100 block of West Warren","0","4","<a href=""http://www.gunviolencearchive.org/incident/586058"" target=""_blank"">More Information</a>",2016-06-22,4,"Illinois, Chicago, 3100 block of West Warren","Wed",41.8821177,-87.7038054,"street_address"
"June 24, 2016","Kansas","Kansas City","N. 3rd and Walker","0","4","<a href=""http://www.gunviolencearchive.org/incident/589046"" target=""_blank"">More Information</a>",2016-06-24,4,"Kansas, Kansas City, N. 3rd and Walker","Fri",39.1232982,-94.6161014,"intersection"
"June 24, 2016","Connecticut","Hartford","Brook and Winter Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/587735"" target=""_blank"">More Information</a>",2016-06-24,5,"Connecticut, Hartford, Brook and Winter Street","Fri",41.7792046,-72.6830549,"intersection"
"June 24, 2016","Maryland","District Heights","3100 block of Orleans Ave","3","2","<a href=""http://www.gunviolencearchive.org/incident/587769"" target=""_blank"">More Information</a>",2016-06-24,5,"Maryland, District Heights, 3100 block of Orleans Ave","Fri",38.8465395,-76.8764768,"street_address"
"June 25, 2016","Texas","Fort Worth","2466 East Lancaster Avenue","2","5","<a href=""http://www.gunviolencearchive.org/incident/587755"" target=""_blank"">More Information</a>",2016-06-25,7,"Texas, Fort Worth, 2466 East Lancaster Avenue","Sat",32.7443545,-97.2916452,"street_address"
"June 25, 2016","Virginia","Norfolk","700 block of Craig Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/589470"" target=""_blank"">More Information</a>",2016-06-25,4,"Virginia, Norfolk, 700 block of Craig Street","Sat",36.8281956,-76.2786591,"street_address"
"June 25, 2016","Illinois","Chicago","1400 block of W. 114th Place","0","4","<a href=""http://www.gunviolencearchive.org/incident/587983"" target=""_blank"">More Information</a>",2016-06-25,4,"Illinois, Chicago, 1400 block of W. 114th Place","Sat",41.6860028,-87.6569173,"street_address"
"June 26, 2016","South Carolina","Bennettsville","Highway 38 N","0","4","<a href=""http://www.gunviolencearchive.org/incident/590233"" target=""_blank"">More Information</a>",2016-06-26,4,"South Carolina, Bennettsville, Highway 38 N","Sun",34.6084346,-79.679436,"route"
"June 26, 2016","Georgia","Atlanta","1500 block of Moreland Avenue SE","1","4","<a href=""http://www.gunviolencearchive.org/incident/588867"" target=""_blank"">More Information</a>",2016-06-26,5,"Georgia, Atlanta, 1500 block of Moreland Avenue SE","Sun",33.7111831,-84.3488512,"street_address"
"June 26, 2016","Texas","Houston","6000 block of Elm Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/589165"" target=""_blank"">More Information</a>",2016-06-26,4,"Texas, Houston, 6000 block of Elm Street","Sun",29.7127764,-95.4869789,"street_address"
"June 26, 2016","Texas","Corpus Christi","Baldwin Blvd and Lamar","0","4","<a href=""http://www.gunviolencearchive.org/incident/588918"" target=""_blank"">More Information</a>",2016-06-26,4,"Texas, Corpus Christi, Baldwin Blvd and Lamar","Sun",27.7741197,-97.4213592,"intersection"
"June 26, 2016","North Carolina","Charlotte","2240 Camp Greene St.","0","5","<a href=""http://www.gunviolencearchive.org/incident/589159"" target=""_blank"">More Information</a>",2016-06-26,5,"North Carolina, Charlotte, 2240 Camp Greene St.","Sun",35.2248839,-80.884762,"street_address"
"June 27, 2016","Oregon","Woodburn","13436 Killiam Loop NE","3","1","<a href=""http://www.gunviolencearchive.org/incident/589488"" target=""_blank"">More Information</a>",2016-06-27,4,"Oregon, Woodburn, 13436 Killiam Loop NE","Mon",45.1478739,-122.7842785,"street_address"
"June 28, 2016","California","Los Angeles","13800 block of S Avalon Boulevard","1","3","<a href=""http://www.gunviolencearchive.org/incident/591975"" target=""_blank"">More Information</a>",2016-06-28,4,"California, Los Angeles, 13800 block of S Avalon Boulevard","Tues",33.9063989,-118.2652934,"street_address"
"June 28, 2016","Illinois","Chicago","1600 block of South Christiana","0","4","<a href=""http://www.gunviolencearchive.org/incident/591294"" target=""_blank"">More Information</a>",2016-06-28,4,"Illinois, Chicago, 1600 block of South Christiana","Tues",41.8567765,-87.7090441,"street_address"
"June 29, 2016","Nevada","Las Vegas","6100 block of West Lake Mead Boulevard","5","0","<a href=""http://www.gunviolencearchive.org/incident/592207"" target=""_blank"">More Information</a>",2016-06-29,5,"Nevada, Las Vegas, 6100 block of West Lake Mead Boulevard","Wed",36.1957802,-115.2239793,"street_address"
"June 30, 2016","Illinois","Chicago","9500 block of South Loomis Street","1","4","<a href=""http://www.gunviolencearchive.org/incident/592724"" target=""_blank"">More Information</a>",2016-06-30,5,"Illinois, Chicago, 9500 block of South Loomis Street","Thurs",41.7210988,-87.6577041,"street_address"
"July 3, 2016","Louisiana","Monroe","401 Lea Joyner Memorial Expy","2","3","<a href=""http://www.gunviolencearchive.org/incident/594051"" target=""_blank"">More Information</a>",2016-07-03,5,"Louisiana, Monroe, 401 Lea Joyner Memorial Expy","Sun",32.5025818,-92.1070681,"street_address"
"July 3, 2016","Tennessee","Chattanooga","2300 block of Daisy Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/594480"" target=""_blank"">More Information</a>",2016-07-03,4,"Tennessee, Chattanooga, 2300 block of Daisy Street","Sun",35.0656723,-85.2517302,"premise"
"July 4, 2016","Pennsylvania","Pittsburgh","Seventh Ave and Liberty Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/595048"" target=""_blank"">More Information</a>",2016-07-04,4,"Pennsylvania, Pittsburgh, Seventh Ave and Liberty Ave","Mon",40.4431054,-79.9973626,"intersection"
"July 4, 2016","Illinois","Chicago (Englewood)","5500 block of South Hermitage Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/595279"" target=""_blank"">More Information</a>",2016-07-04,4,"Illinois, Chicago (Englewood), 5500 block of South Hermitage Avenue","Mon",41.7935899,-87.6682188,"street_address"
"July 4, 2016","New York","Brooklyn","419 Chauncey Street","0","7","<a href=""http://www.gunviolencearchive.org/incident/595166"" target=""_blank"">More Information</a>",2016-07-04,7,"New York, Brooklyn, 419 Chauncey Street","Mon",40.6819276,-73.9173571,"street_address"
"July 4, 2016","Ohio","Cleveland","1400 block of W. 107 Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/596159"" target=""_blank"">More Information</a>",2016-07-04,4,"Ohio, Cleveland, 1400 block of W. 107 Street","Mon",41.4817352,-81.761476,"street_address"
"July 4, 2016","Texas","Houston","1300 block of Robin","3","2","<a href=""http://www.gunviolencearchive.org/incident/595069"" target=""_blank"">More Information</a>",2016-07-04,5,"Texas, Houston, 1300 block of Robin","Mon",29.7564928,-95.3806025,"premise"
"July 4, 2016","Arizona","Phoenix","4000 block of West Southern Avenue","2","6","<a href=""http://www.gunviolencearchive.org/incident/595482"" target=""_blank"">More Information</a>",2016-07-04,8,"Arizona, Phoenix, 4000 block of West Southern Avenue","Mon",33.3920573,-112.1457402,"street_address"
"July 5, 2016","California","Los Angeles","56th Street and Naomi Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/595557"" target=""_blank"">More Information</a>",2016-07-05,4,"California, Los Angeles, 56th Street and Naomi Avenue","Tues",33.9920682,-118.2547014,"intersection"
"July 7, 2016","Tennessee","Bristol","536 Volunteer Parkway","1","4","<a href=""http://www.gunviolencearchive.org/incident/597176"" target=""_blank"">More Information</a>",2016-07-07,5,"Tennessee, Bristol, 536 Volunteer Parkway","Thurs",36.5873535,-82.1855019,"street_address"
"July 7, 2016","Texas","Dallas","800 Main St","5","9","<a href=""http://www.gunviolencearchive.org/incident/597756"" target=""_blank"">More Information</a>",2016-07-07,14,"Texas, Dallas, 800 Main St","Thurs",32.77937,-96.805183,"street_address"
"July 7, 2016","Louisiana","Baton Rouge","2136 North Lobdell Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/597366"" target=""_blank"">More Information</a>",2016-07-07,4,"Louisiana, Baton Rouge, 2136 North Lobdell Avenue","Thurs",30.4680064,-91.1180452,"street_address"
